15:13:53  INFO  manager.AppManager - Tests starting on Chrome
15:13:55  INFO  tests.TestBase - Method testAddNewContactPositive is started
15:13:55  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.='Sign Out']
15:14:00  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.='Sign Out'] is found
15:14:00  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.='LOGIN']
15:14:00  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.='LOGIN'] is found
15:14:00  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[1]
15:14:00  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[1] is found
15:14:00  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[2]
15:14:00  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[2] is found
15:14:01  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[1]
15:14:01  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[1] is found
15:14:01  INFO  manager.TestNgListener - Test testAddNewContactPositive invoked
15:14:01  INFO  tests.AddNewContact - Phone number is 0533858426841
15:14:01  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.='ADD']
15:14:02  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.='ADD'] is found
15:14:02  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@placeholder='Name']
15:14:02  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@placeholder='Name'] is found
15:14:02  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@placeholder='Last Name']
15:14:02  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@placeholder='Last Name'] is found
15:14:02  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@placeholder='Phone']
15:14:02  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@placeholder='Phone'] is found
15:14:02  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@placeholder='email']
15:14:02  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@placeholder='email'] is found
15:14:02  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@placeholder='Address']
15:14:02  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@placeholder='Address'] is found
15:14:02  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@placeholder='description']
15:14:02  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@placeholder='description'] is found
15:14:02  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[.='Save']
15:14:02  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[.='Save'] is found
15:14:05  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //div[@class='contact-item_card__2SOIM'][last()]//h3
15:14:05  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //div[@class='contact-item_card__2SOIM'][last()]//h3 is found
15:14:05  INFO  manager.TestNgListener - Test testAddNewContactPositive successful
15:14:05  INFO  tests.TestBase - ==================================
15:14:05  INFO  tests.TestBase - Method testAddNewContactPositive is started
15:14:05  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.='Sign Out']
15:14:05  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.='Sign Out'] is found
15:14:05  INFO  manager.TestNgListener - Test testAddNewContactPositive invoked
15:14:05  INFO  tests.AddNewContact - Phone number is 0533858426845
15:14:05  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.='ADD']
15:14:05  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.='ADD'] is found
15:14:05  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@placeholder='Name']
15:14:05  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@placeholder='Name'] is found
15:14:06  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@placeholder='Last Name']
15:14:06  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@placeholder='Last Name'] is found
15:14:06  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@placeholder='Phone']
15:14:06  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@placeholder='Phone'] is found
15:14:06  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@placeholder='email']
15:14:06  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@placeholder='email'] is found
15:14:06  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@placeholder='Address']
15:14:06  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@placeholder='Address'] is found
15:14:06  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@placeholder='description']
15:14:06  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@placeholder='description'] is found
15:14:06  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[.='Save']
15:14:06  INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[.='Save'] is found
15:14:09  INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //div[@class='contact-item_card__2SOIM'][last()]//h3
